fecha,al30_ars,al30d_usd,al30c_usd,mep_implicito,ccl_implicito
2022-10-05,5628.5,19.21,18.5,292.9984,304.2432
2022-10-06,5459.5,18.98,18.75,287.6449,291.1733
2022-10-11,5407.5,18.83,19.0,287.1747,284.6053
2022-10-12,5539.5,18.85,17.7,293.8727,312.9661
2022-10-13,5590.0,18.82,17.5,297.0244,319.4286
2022-10-14,5401.0,18.3,17.5,295.1366,308.6286
2022-10-17,5390.0,18.4,17.5,292.9348,308.0
2022-10-18,5407.0,18.48,17.5,292.5866,308.9714
2022-10-19,5340.0,18.42,17.5,289.9023,305.1429
2022-10-20,5353.0,18.5,17.9,289.3514,299.0503
2022-10-21,5506.0,18.95,18.0,290.5541,305.8889
2022-10-24,5845.0,19.93,18.5,293.2765,315.9459
2022-10-25,5900.0,20.43,18.5,288.791,318.9189
2022-10-26,5879.0,20.15,18.5,291.7618,317.7838
2022-10-27,5778.5,19.86,19.0,290.9617,304.1316
2022-10-28,5759.0,19.71,19.0,292.1867,303.1053
2022-10-31,5750.0,19.65,18.9,292.6209,304.2328
2022-11-01,5856.0,20.29,18.96,288.6151,308.8608
2022-11-02,5812.0,20.0,19.44,290.6,298.9712
2022-11-03,5777.0,19.9,19.98,290.3015,289.1391
2022-11-04,5752.0,19.93,20.5,288.6101,280.5854
2022-11-07,5910.0,20.4,19.5,289.7059,303.0769
2022-11-08,6044.5,20.68,20.0,292.2872,302.225
2022-11-09,5972.5,20.47,19.55,291.7684,305.4987
2022-11-10,6134.5,20.8,20.5,294.9279,299.2439
2022-11-14,6337.5,21.17,21.45,299.3623,295.4545
2022-11-15,6715.0,21.97,21.5,305.6441,312.3256
2022-11-16,7076.0,22.88,21.75,309.2657,325.3333
2022-11-17,7036.0,22.21,21.2,316.7942,331.8868
2022-11-18,6650.0,21.1,21.5,315.1659,309.3023
2022-11-22,6798.0,21.5,21.0,316.186,323.7143
2022-11-23,6957.5,22.03,20.84,315.8193,333.8532
2022-11-25,6971.0,22.35,21.17,311.9016,329.2867
2022-11-28,7050.0,22.55,22.0,312.6386,320.4545
2022-11-29,7219.0,23.22,22.0,310.8958,328.1364
2022-11-30,7450.0,23.64,22.8,315.1438,326.7544
2022-12-01,7576.5,24.01,23.4,315.556,323.7821
2022-12-02,7540.0,23.66,23.4,318.6813,322.2222
2022-12-05,7452.0,23.42,23.4,318.1896,318.4615
2022-12-06,7425.0,22.85,23.95,324.9453,310.0209
2022-12-07,7515.0,23.24,23.9,323.3649,314.4351
2022-12-12,7678.5,23.87,23.5,321.6799,326.7447
2022-12-13,7733.0,23.91,23.3,323.4212,331.8884
2022-12-14,7760.0,24.1,23.37,321.9917,332.0496
2022-12-15,7830.0,24.3,23.35,322.2222,335.3319
2022-12-16,7947.0,24.7,23.5,321.7409,338.1702
2022-12-19,8259.5,25.55,25.0,323.2681,330.38
2022-12-20,8349.5,25.65,25.2,325.5166,331.3294
2022-12-21,8700.0,26.7,26.0,325.8427,334.6154
2022-12-22,8386.0,25.67,26.0,326.6848,322.5385
2022-12-23,8379.0,25.28,26.0,331.4478,322.2692
2022-12-27,8490.0,25.14,25.0,337.7088,339.6
2022-12-28,8352.0,24.48,24.8,341.1765,336.7742
2022-12-29,7975.0,23.89,24.3,333.8217,328.1893
2022-12-30,8095.0,24.18,24.25,334.7808,333.8144
2023-01-03,8440.0,25.28,25.0,333.8608,337.6
2023-01-04,8700.0,26.1,25.7,333.3333,338.5214
2023-01-05,8580.0,25.78,25.7,332.8161,333.8521
2023-01-06,8500.0,25.6,26.7,332.0312,318.3521
2023-01-09,8678.5,26.53,25.7,327.1202,337.6848
2023-01-10,8700.0,26.75,26.0,325.2336,334.6154
2023-01-11,9214.5,27.83,27.7,331.0995,332.6534
2023-01-12,9685.0,28.35,27.9,341.6226,347.1326
2023-01-13,9719.5,28.35,27.9,342.8395,348.3692
2023-01-17,10581.5,30.29,29.15,349.3397,363.0017
2023-01-18,10730.0,30.6,31.8,350.6536,337.4214
2023-01-19,10389.0,30.32,30.08,342.6451,345.379
2023-01-20,10705.0,30.56,30.08,350.2945,355.8843
2023-01-23,11011.0,31.02,30.08,354.9645,366.0572
2023-01-24,11139.0,31.25,31.9,356.448,349.185
2023-01-25,11259.0,31.61,31.9,356.1848,352.9467
2023-01-26,11130.0,31.32,32.0,355.364,347.8125
2023-01-27,11399.0,31.9,30.41,357.3354,374.8438
2023-01-30,11480.0,32.15,30.41,357.0762,377.5074
2023-01-31,11384.0,31.95,30.7,356.3067,370.8143
2023-02-01,11375.0,31.97,31.0,355.8023,366.9355
2023-02-02,11432.0,32.25,31.0,354.4806,368.7742
2023-02-03,10949.5,30.54,30.0,358.5298,364.9833
2023-02-06,10740.0,29.83,29.0,360.0402,370.3448
2023-02-07,10515.0,29.58,29.3,355.4767,358.8737
2023-02-08,10500.0,29.7,29.3,353.5354,358.3618
2023-02-09,10531.0,29.63,28.3,355.4168,372.1201
2023-02-10,10383.0,29.1,28.3,356.8041,366.8905
2023-02-13,10279.5,28.85,27.75,356.3085,370.4324
2023-02-14,10250.0,28.95,27.5,354.0587,372.7273
2023-02-15,10109.0,28.42,27.5,355.7002,367.6
2023-02-16,9750.0,27.52,27.9,354.2878,349.4624
2023-02-17,9370.5,26.41,27.9,354.8088,335.8602
2023-02-22,9818.0,27.61,26.41,355.5958,371.7531
2023-02-23,10171.0,28.56,27.5,356.1275,369.8545
2023-02-24,9950.0,27.99,27.8,355.4841,357.9137
2023-02-27,10227.5,28.79,27.7,355.2449,369.2238
2023-02-28,10169.0,28.51,28.0,356.6819,363.1786
2023-03-01,9860.0,27.42,27.4,359.5915,359.854
2023-03-02,9655.0,26.6,26.75,362.9699,360.9346
2023-03-03,9680.0,26.57,26.3,364.3207,368.0608
2023-03-06,9904.0,27.2,26.6,364.1176,372.3308
2023-03-07,9850.0,27.02,27.0,364.5448,364.8148
2023-03-08,9820.0,26.5,27.9,370.566,351.9713
2023-03-09,9759.5,26.06,27.9,374.5012,349.8029
2023-03-10,9390.0,25.08,24.45,374.4019,384.0491
2023-03-13,9435.0,24.88,23.75,379.2203,397.2632
2023-03-14,9468.5,24.83,24.5,381.3331,386.4694
2023-03-15,9310.0,24.43,25.7,381.0888,362.2568
2023-03-16,9639.0,25.06,24.31,384.6369,396.5035
2023-03-17,9570.0,24.74,24.5,386.823,390.6122
2023-03-20,9598.0,24.75,23.6,387.798,406.6949
2023-03-21,9640.0,25.05,24.9,384.8303,387.1486
2023-03-22,9094.0,23.88,25.9,380.8208,351.1197
2023-03-23,8839.0,23.43,22.8,377.2514,387.6754
2023-03-27,8859.5,23.35,22.63,379.4218,391.4936
2023-03-28,9067.0,23.9,23.3,379.3724,389.1416
2023-03-29,9519.5,24.89,24.2,382.4628,393.3678
2023-03-30,9999.5,25.65,25.0,389.8441,399.98
2023-03-31,10135.0,25.7,25.1,394.358,403.7849
2023-04-03,10303.0,26.02,25.45,395.9646,404.833
2023-04-04,9991.0,24.88,24.6,401.5675,406.1382
2023-04-05,9789.5,24.71,24.25,396.1756,403.6907
2023-04-10,9858.0,25.1,24.55,392.749,401.5479
2023-04-11,9826.0,25.45,24.65,386.0904,398.6207
2023-04-12,10004.0,25.85,25.15,387.0019,397.7734
2023-04-13,10189.5,26.0,25.32,391.9038,402.4289
2023-04-14,9852.5,25.15,24.0,391.7495,410.5208
2023-04-17,10105.0,25.32,24.8,399.0916,407.4597
2023-04-18,9990.0,24.4,23.58,409.4262,423.6641
2023-04-19,9397.5,22.5,21.74,417.6667,432.2677
2023-04-20,9265.0,22.05,21.54,420.1814,430.13
2023-04-21,9290.0,21.15,20.5,439.2435,453.1707
2023-04-24,9298.5,20.81,20.35,446.8284,456.9287
2023-04-25,9269.5,20.4,20.3,454.3873,456.6256
2023-04-26,9270.0,20.7,20.68,447.8261,448.2592
2023-04-27,8960.0,20.36,20.15,440.0786,444.665
2023-04-28,8916.0,20.38,20.0,437.4877,445.8
2023-05-02,9167.0,21.04,21.2,435.6939,432.4057
2023-05-03,9080.0,20.93,20.87,433.827,435.0743
2023-05-04,9034.0,20.85,20.55,433.2854,439.6107
2023-05-05,9025.0,20.82,20.58,433.4774,438.5326
2023-05-08,9045.0,20.9,20.67,432.7751,437.5907
2023-05-09,9099.0,20.97,20.64,433.9056,440.843
2023-05-10,9104.0,21.0,20.65,433.5238,440.8717
2023-05-11,9371.0,21.65,21.35,432.8406,438.9227
2023-05-12,9588.0,22.17,21.82,432.4763,439.4134
2023-05-15,10076.0,23.0,22.74,438.087,443.0959
2023-05-16,10385.0,23.46,23.09,442.6684,449.7618
2023-05-17,10370.0,23.1,22.7,448.9177,456.8282
2023-05-18,10349.0,21.71,21.15,476.6928,489.3144
2023-05-19,10294.0,22.12,21.61,465.3707,476.3535
2023-05-22,10270.0,22.21,21.45,462.4043,478.7879
2023-05-23,10228.0,22.15,21.31,461.7607,479.9625
2023-05-24,10060.0,21.24,20.85,473.6347,482.494
2023-05-30,10150.0,21.8,21.0,465.5963,483.3333
2023-05-31,10178.0,21.59,20.8,471.422,489.3269
2023-06-01,10250.0,21.99,21.0,466.121,488.0952
2023-06-02,10125.0,21.35,21.38,474.2389,473.5734
2023-06-05,10388.0,21.9,21.3,474.3379,487.6995
2023-06-06,10800.0,22.77,22.0,474.3083,490.9091
2023-06-07,11137.0,23.6,22.8,471.9068,488.4649
2023-06-08,11019.0,23.33,22.75,472.3103,484.3516
2023-06-09,10865.0,22.98,22.35,472.8024,486.1298
2023-06-12,11163.0,23.57,22.94,473.6105,486.6173
2023-06-13,11335.0,23.8,22.8,476.2605,497.1491
2023-06-14,11192.0,23.42,22.63,477.8822,494.5647
2023-06-15,11184.0,23.9,22.8,467.9498,490.5263
2023-06-16,11182.0,23.69,22.25,472.0135,502.5618
2023-06-21,12432.0,25.95,24.79,479.0751,501.4925
2023-06-22,12765.0,26.66,25.6,478.8072,498.6328
2023-06-23,12752.0,26.5,25.7,481.2075,496.1868
2023-06-26,13527.0,28.23,27.65,479.1711,489.2224
2023-06-27,13419.5,27.84,26.67,482.0223,503.1684
2023-06-28,13830.0,28.8,27.94,480.2083,494.9893
2023-06-29,13883.0,29.02,28.24,478.3942,491.6076
2023-06-30,14096.0,29.42,28.79,479.1298,489.6144
2023-07-03,14790.0,30.74,30.5,481.1321,484.918
2023-07-05,14570.0,30.0,29.24,485.6667,498.29
2023-07-06,13799.0,28.35,27.54,486.7372,501.053
2023-07-07,13639.0,28.02,27.0,486.7595,505.1481
2023-07-10,14239.0,29.28,27.9,486.3046,510.3584
2023-07-11,14600.0,30.09,28.9,485.211,505.1903
2023-07-12,14400.0,29.35,28.95,490.6303,497.4093
2023-07-13,14489.0,29.3,27.57,494.5051,525.535
2023-07-14,13981.0,28.25,27.74,494.9027,504.0014
2023-07-17,14140.0,28.3,27.9,499.6466,506.81
2023-07-18,14033.5,28.48,27.0,492.7493,519.7593
2023-07-19,13991.0,28.35,26.64,493.5097,525.1877
2023-07-20,14152.0,28.7,26.76,493.101,528.849
2023-07-21,14420.0,29.07,27.2,496.044,530.1471
2023-07-24,14750.0,29.8,27.89,494.9664,528.8634
2023-07-25,14988.0,29.2,28.41,513.2877,527.5607
2023-07-26,14979.0,28.68,28.5,522.2803,525.5789
2023-07-27,15088.0,29.55,28.4,510.5922,531.2676
2023-07-28,15389.5,29.95,28.83,513.8397,533.8016
2023-07-31,15635.0,30.47,28.81,513.1277,542.6935
2023-08-01,15770.0,30.71,29.0,513.5135,543.7931
2023-08-02,15975.0,30.9,29.5,516.9903,541.5254
2023-08-03,15990.0,29.64,28.0,539.4737,571.0714
2023-08-04,16200.0,29.4,28.0,551.0204,578.5714
2023-08-07,16900.0,31.0,29.25,545.1613,577.7778
2023-08-08,17070.0,31.2,29.25,547.1154,583.5897
2023-08-09,17266.0,31.1,29.5,555.1768,585.2881
2023-08-10,17723.0,31.9,29.78,555.5799,595.131
2023-08-11,17470.0,31.8,29.8,549.3711,586.2416
2023-08-14,18017.0,28.95,29.5,622.3489,610.7458
2023-08-15,18200.0,28.0,27.5,650.0,661.8182
2023-08-16,18595.0,27.27,26.99,681.8849,688.9589
2023-08-17,19490.0,28.0,29.5,696.0714,660.678
2023-08-18,20415.0,29.35,31.5,695.5707,648.0952
2023-08-22,21328.5,32.37,30.25,658.8971,705.0744
2023-08-23,21544.0,30.9,31.2,697.2168,690.5128
2023-08-24,21624.5,31.0,31.3,697.5645,690.8786
2023-08-25,22149.5,31.7,30.6,698.7224,723.8399
2023-08-28,23050.0,34.27,31.99,672.5999,720.5377
2023-08-29,23540.0,35.19,32.85,668.94,716.5906
2023-08-30,23102.0,33.05,34.49,699.0015,669.8173
2023-08-31,22257.5,31.86,29.1,698.6033,764.8625
2023-09-01,21950.0,31.4,32.3,699.0446,679.5666
2023-09-05,21550.0,30.4,28.5,708.8816,756.1404
2023-09-06,21396.0,31.1,29.9,687.9743,715.5853
2023-09-07,21310.0,30.25,30.0,704.4628,710.3333
2023-09-08,20730.0,29.64,28.0,699.3927,740.3571
2023-09-11,20780.0,29.85,29.0,696.1474,716.5517
2023-09-12,20900.0,29.95,28.9,697.8297,723.1834
2023-09-13,20938.0,30.1,29.45,695.6146,710.9677
2023-09-14,20810.0,30.42,29.7,684.0894,700.6734
2023-09-15,20723.0,30.19,30.0,686.4193,690.7667
2023-09-18,21220.0,31.35,29.5,676.874,719.322
2023-09-19,20915.0,30.22,30.0,692.0913,697.1667
2023-09-20,20396.5,29.15,27.4,699.7084,744.3978
2023-09-21,19770.0,28.25,27.0,699.823,732.2222
2023-09-22,19969.0,28.59,27.14,698.461,735.7775
2023-09-25,20618.5,29.1,29.0,708.5395,710.9828
2023-09-26,20710.0,29.05,27.5,712.9088,753.0909
2023-09-27,21120.0,28.05,28.0,752.9412,754.2857
2023-09-28,20789.0,27.0,27.8,769.963,747.8058
2023-09-29,20522.0,26.4,26.1,777.3485,786.2835
2023-10-02,20314.0,27.2,27.45,746.8382,740.0364
2023-10-03,20230.0,24.5,26.99,825.7143,749.5369
2023-10-04,20680.0,24.4,25.8,847.541,801.5504
2023-10-05,20840.0,24.73,26.1,842.7012,798.4674
2023-10-06,21499.0,25.05,25.5,858.2435,843.098
2023-10-10,22790.0,24.3,25.99,937.8601,876.8757
2023-10-11,22720.0,24.9,26.5,912.4498,857.3585
2023-10-12,23043.5,25.14,26.5,916.607,869.566
2023-10-17,24275.0,26.62,26.0,911.9083,933.6538
2023-10-18,24749.0,26.35,26.1,939.241,948.2375
2023-10-19,24740.0,28.5,26.1,868.0702,947.8927
2023-10-20,25000.0,28.5,26.15,877.193,956.0229
2023-10-23,22799.5,24.66,25.15,924.5539,906.5408
2023-10-24,22279.5,25.8,25.4,863.5465,877.1457
2023-10-25,22800.0,26.3,25.8,866.9202,883.7209
2023-10-26,21998.0,25.99,25.8,846.4025,852.6357
2023-10-27,20601.0,24.02,24.6,857.6603,837.439
2023-10-30,21100.0,24.85,25.95,849.0946,813.1021
2023-10-31,21190.0,25.1,24.8,844.2231,854.4355
2023-11-01,21949.0,25.0,25.6,877.96,857.3828
2023-11-02,22034.0,25.36,26.4,868.8486,834.6212
2023-11-03,22049.5,26.11,26.1,844.4849,844.8084
2023-11-07,22450.0,26.4,27.0,850.3788,831.4815
2023-11-08,22002.0,26.35,26.4,834.9905,833.4091
2023-11-09,22460.0,26.2,26.21,857.2519,856.9248
2023-11-10,22995.0,25.95,25.9,886.1272,887.8378
2023-11-13,22896.5,27.0,25.85,848.0185,885.7447
2023-11-14,22719.0,26.1,26.15,870.4598,868.7954
2023-11-15,22861.0,26.27,26.3,870.2322,869.2395
2023-11-16,23080.0,26.75,26.65,862.8037,866.0413
2023-11-17,22282.5,25.6,25.99,870.4102,857.349
2023-11-21,26938.0,29.39,29.5,916.5703,913.1525
2023-11-22,30295.0,31.2,31.5,970.9936,961.746
2023-11-24,32470.0,33.24,33.5,976.8351,969.2537
2023-11-27,31088.0,34.7,35.0,895.9078,888.2286
2023-11-28,28940.0,33.6,35.89,861.3095,806.3527
2023-11-29,28330.0,34.15,36.0,829.5754,786.9444
2023-11-30,29830.0,35.25,36.0,846.2411,828.6111
2023-12-01,32500.0,34.9,36.1,931.2321,900.277
2023-12-04,32124.0,34.8,36.89,923.1034,870.8051
2023-12-05,33250.0,35.2,35.7,944.6023,931.3725
2023-12-06,34472.0,37.38,38.8,922.2044,888.4536
2023-12-07,37045.0,37.1,38.2,998.5175,969.7644
2023-12-11,36929.0,36.25,37.9,1018.731,974.3799
2023-12-12,38680.0,36.81,37.25,1050.8014,1038.3893
2023-12-13,39100.0,38.79,38.7,1007.9918,1010.3359
2023-12-14,39685.0,39.75,39.2,998.3648,1012.3724
2023-12-15,38600.0,38.25,39.8,1009.1503,969.8492
2023-12-18,38286.0,39.99,41.0,957.3893,933.8049
2023-12-19,37999.5,39.07,39.35,972.6005,965.6798
2023-12-20,36780.0,38.79,38.5,948.1825,955.3247
2023-12-21,37165.0,38.83,39.0,957.1208,952.9487
2023-12-22,36139.0,38.5,39.89,938.6753,905.9664
2023-12-26,36200.0,38.6,38.9,937.8238,930.5913
2023-12-27,35590.0,38.55,39.35,923.2166,904.4473
2023-12-28,35720.0,37.9,38.95,942.4802,917.0732
2023-12-29,37399.5,38.3,38.9,976.4883,961.4267
2024-01-02,37900.0,38.62,39.0,981.3568,971.7949
2024-01-03,38901.0,38.1,37.26,1021.0236,1044.0419
2024-01-04,39670.0,38.0,36.85,1043.9474,1076.5265
2024-01-05,41195.0,37.87,36.7,1087.8004,1122.4796
2024-01-08,42185.0,37.0,35.1,1140.1351,1201.8519
2024-01-09,40930.0,35.75,34.8,1144.8951,1176.1494
2024-01-10,42120.0,37.14,36.25,1134.0872,1161.931
2024-01-11,42395.0,37.9,36.51,1118.6016,1161.1887
2024-01-12,41000.0,37.8,37.08,1084.6561,1105.7174
2024-01-16,43780.0,37.49,36.29,1167.7781,1206.3929
2024-01-17,45695.0,37.29,36.45,1225.3955,1253.6351
2024-01-18,45660.0,37.4,37.8,1220.8556,1207.9365
2024-01-19,46090.0,37.34,35.53,1234.3332,1297.2136
2024-01-22,48250.0,38.92,37.15,1239.7225,1298.7887
2024-01-23,48515.0,39.51,38.49,1227.917,1260.4573
2024-01-24,49160.0,39.69,38.24,1238.5991,1285.5649
2024-01-25,48850.0,40.16,38.78,1216.3845,1259.6699
2024-01-26,47390.0,40.17,39.4,1179.7361,1202.7919
2024-01-29,48565.0,40.05,38.71,1212.6092,1254.5854
2024-01-30,47560.0,39.7,38.0,1197.9849,1251.5789
2024-01-31,46640.0,39.66,38.25,1175.996,1219.3464
2024-02-01,48545.0,39.5,38.5,1228.9873,1260.9091
2024-02-02,49080.0,39.92,38.37,1229.4589,1279.1243
2024-02-05,50190.0,41.7,39.39,1203.5971,1274.1813
2024-02-06,50290.0,42.7,40.7,1177.7518,1235.6265
2024-02-07,49005.0,40.9,39.1,1198.1663,1253.3248
2024-02-08,47945.0,40.82,38.62,1174.5468,1241.4552
2024-02-09,46900.0,40.8,38.4,1149.5098,1221.3542
2024-02-14,47385.0,42.51,40.32,1114.6789,1175.2232
2024-02-15,47800.0,44.15,41.85,1082.6727,1142.1744
2024-02-16,48500.0,45.59,44.5,1063.8298,1089.8876
2024-02-20,48500.0,45.0,43.0,1077.7778,1127.907
2024-02-21,46945.0,44.0,42.3,1066.9318,1109.8109
2024-02-22,47230.0,45.55,44.15,1036.8825,1069.7622
2024-02-23,47750.0,45.0,43.5,1061.1111,1097.7011
2024-02-26,46815.0,45.0,43.04,1040.3333,1087.7091
2024-02-27,45790.0,43.83,42.0,1044.7182,1090.2381
2024-02-28,45650.0,44.6,42.75,1023.5426,1067.8363
2024-02-29,46800.0,45.83,44.05,1021.1652,1062.4291
2024-03-01,48300.0,46.52,45.0,1038.2631,1073.3333
2024-03-04,48500.0,47.4,45.51,1023.2068,1065.6998
2024-03-05,47325.0,46.75,45.25,1012.2995,1045.8564
2024-03-06,46825.0,47.7,46.03,981.6562,1017.2713
2024-03-07,46990.0,47.6,46.1,987.1849,1019.3059
2024-03-08,46520.0,46.6,45.24,998.2833,1028.2935
2024-03-11,46090.0,47.05,45.29,979.5962,1017.6639
2024-03-12,49500.0,47.5,46.0,1042.1053,1076.087
2024-03-13,49200.0,48.71,47.25,1010.0595,1041.2698
2024-03-14,48510.0,47.88,45.79,1013.1579,1059.4016
2024-03-15,49230.0,48.32,46.35,1018.8328,1062.1359
2024-03-18,50550.0,49.6,47.27,1019.1532,1069.3886
2024-03-19,51700.0,50.44,47.92,1024.9802,1078.8815
2024-03-20,54370.0,51.91,48.9,1047.3897,1111.8609
2024-03-21,53850.0,52.32,49.16,1029.2431,1095.4028
2024-03-22,54800.0,53.3,50.55,1028.1426,1084.0752
2024-03-25,54780.0,54.03,50.68,1013.8812,1080.8998
2024-03-26,54380.0,53.9,50.4,1008.9054,1078.9683
2024-03-27,53610.0,54.1,51.0,990.9427,1051.1765
2024-04-03,55440.0,55.66,52.1,996.0474,1064.1075
2024-04-04,55260.0,55.9,52.81,988.551,1046.3927
2024-04-05,56310.0,56.72,54.0,992.7715,1042.7778
2024-04-08,57890.0,59.2,56.29,977.8716,1028.4242
2024-04-09,57290.0,57.6,55.13,994.6181,1039.1801
2024-04-10,55250.0,55.57,53.1,994.2415,1040.4896
2024-04-11,55840.0,56.22,54.15,993.2408,1031.2096
2024-04-12,54910.0,54.9,52.7,1000.1821,1041.9355
2024-04-15,55180.0,54.29,51.65,1016.3934,1068.3446
2024-04-16,55050.0,53.3,51.46,1032.833,1069.7629
2024-04-17,57150.0,55.71,54.4,1025.8481,1050.5515
2024-04-18,58700.0,57.9,55.65,1013.8169,1054.8068
2024-04-19,58660.0,57.62,54.0,1018.0493,1086.2963
2024-04-22,60580.0,59.91,57.23,1011.1834,1058.5357
2024-04-23,59720.0,59.51,57.2,1003.5288,1044.0559
2024-04-24,58780.0,58.16,55.84,1010.6602,1052.6504
2024-04-25,59070.0,57.33,55.05,1030.3506,1073.0245
2024-04-26,59770.0,58.15,55.54,1027.859,1076.1613
2024-04-29,60840.0,58.96,56.08,1031.886,1084.8787
2024-04-30,60920.0,58.8,56.0,1036.0544,1087.8571
2024-05-02,61940.0,58.6,55.75,1056.9966,1111.0314
2024-05-03,61850.0,58.24,55.99,1061.9849,1104.6615
2024-05-06,62790.0,59.06,56.95,1063.1561,1102.5461
2024-05-07,62200.0,59.39,57.0,1047.3144,1091.2281
2024-05-08,61160.0,58.9,56.82,1038.3701,1076.3816
2024-05-09,60480.0,58.29,56.4,1037.5708,1072.3404
2024-05-10,60000.0,58.1,55.78,1032.7022,1075.6544
2024-05-13,61380.0,59.48,56.57,1031.9435,1085.0274
2024-05-14,61740.0,59.03,56.85,1045.9089,1086.0158
2024-05-15,62700.0,59.76,57.47,1049.1968,1091.004
2024-05-16,62740.0,59.24,57.28,1059.0817,1095.3212
2024-05-17,62500.0,58.42,56.8,1069.8391,1100.3521
2024-05-20,64960.0,59.0,57.29,1101.0169,1133.8803
2024-05-21,68200.0,58.15,56.81,1172.8289,1200.4929
2024-05-22,68940.0,56.0,54.9,1231.0714,1255.7377
2024-05-23,67110.0,54.85,53.75,1223.5187,1248.5581
2024-05-24,65330.0,54.5,53.28,1198.7156,1226.1637
2024-05-28,66980.0,55.95,54.41,1197.1403,1231.0237
2024-05-29,66970.0,56.95,54.69,1175.9438,1224.5383
2024-05-30,68200.0,57.91,56.0,1177.6895,1217.8571
2024-05-31,68890.0,56.5,55.14,1219.292,1249.3653
2024-06-03,69580.0,55.04,54.33,1264.1715,1280.6921
2024-06-04,67970.0,53.26,52.16,1276.1923,1303.1058
2024-06-05,67310.0,52.24,51.37,1288.4763,1310.2978
2024-06-06,64500.0,50.3,49.4,1282.3062,1305.668
2024-06-07,65870.0,51.22,50.3,1286.0211,1309.5427
2024-06-10,69000.0,54.26,53.05,1271.655,1300.6598
2024-06-11,68000.0,53.22,52.36,1277.7151,1298.7013
2024-06-12,68900.0,53.87,52.8,1279.005,1304.9242
2024-06-13,69310.0,56.0,54.95,1237.6786,1261.3285
2024-06-14,70160.0,56.8,55.68,1235.2113,1260.0575
2024-06-18,71240.0,57.39,56.38,1241.3312,1263.5686
2024-06-24,71840.0,55.65,55.05,1290.9254,1304.9955
2024-06-25,72340.0,55.5,55.15,1303.4234,1311.6954
2024-06-26,74010.0,55.62,54.95,1330.6365,1346.8608
2024-06-27,74080.0,56.1,55.39,1320.4991,1337.4255
2024-06-28,74240.0,55.3,55.0,1342.4955,1349.8182
2024-07-01,75880.0,53.95,53.95,1406.4875,1406.4875
2024-07-02,75790.0,52.82,52.93,1434.8732,1431.8912
2024-07-03,73890.0,53.44,53.51,1382.6722,1380.8634
2024-07-05,73850.0,53.01,53.0,1393.1334,1393.3962
2024-07-08,74590.0,53.87,53.99,1384.6297,1381.5521
2024-07-10,70650.0,51.32,50.93,1376.6563,1387.1981
2024-07-11,71490.0,51.12,50.41,1398.4742,1418.171
2024-07-12,70490.0,49.81,49.6,1415.1777,1421.1694
2024-07-15,64630.0,49.5,49.6,1305.6566,1303.0242
2024-07-16,63240.0,48.97,48.8,1291.4029,1295.9016
2024-07-17,63480.0,48.4,48.35,1311.5702,1312.9266
2024-07-18,63500.0,48.24,48.0,1316.335,1322.9167
2024-07-19,62200.0,47.0,46.7,1323.4043,1331.9058
2024-07-22,64300.0,48.38,48.5,1329.0616,1325.7732
2024-07-23,64370.0,48.48,48.39,1327.764,1330.2335
2024-07-24,64070.0,47.8,47.94,1340.3766,1336.4622
2024-07-25,62990.0,47.45,47.49,1327.5026,1326.3845
2024-07-26,63080.0,47.9,48.3,1316.9102,1306.0041
2024-07-29,62360.0,48.0,48.15,1299.1667,1295.1194
2024-07-30,61650.0,48.26,48.65,1277.4554,1267.2148
2024-07-31,64460.0,49.9,50.6,1291.7836,1273.913
2024-08-01,63290.0,48.52,48.6,1304.4106,1302.2634
2024-08-02,62700.0,47.12,47.48,1330.6452,1320.556
2024-08-05,62820.0,46.51,47.0,1350.6773,1336.5957
2024-08-06,63650.0,47.7,47.9,1334.3816,1328.81
2024-08-07,63590.0,47.73,48.0,1332.2858,1324.7917
2024-08-08,64060.0,48.8,48.94,1312.7049,1308.9497
2024-08-09,63250.0,48.7,48.8,1298.768,1296.1066
2024-08-12,63240.0,49.2,49.3,1285.3659,1282.7586
2024-08-13,62570.0,49.11,49.25,1274.0786,1270.4569
2024-08-14,62880.0,49.73,49.8,1264.4279,1262.6506
2024-08-15,64290.0,50.22,50.28,1280.1673,1278.6396
2024-08-16,64560.0,49.75,50.0,1297.6884,1291.2
2024-08-19,64790.0,50.19,50.33,1290.8946,1287.3038
2024-08-20,64860.0,50.09,50.14,1294.8692,1293.578
2024-08-21,64170.0,49.61,49.66,1293.4892,1292.1869
2024-08-22,63580.0,49.4,49.28,1287.0445,1290.1786
2024-08-23,64420.0,50.2,49.99,1283.2669,1288.6577
2024-08-26,65000.0,50.67,50.35,1282.8103,1290.9633
2024-08-27,65560.0,50.89,50.61,1288.2688,1295.3962
2024-08-28,67090.0,52.36,51.85,1281.3216,1293.9248
2024-08-29,68380.0,53.76,53.28,1271.9494,1283.4084
2024-08-30,69570.0,54.35,53.83,1280.0368,1292.402
2024-09-03,70090.0,54.4,53.72,1288.4191,1304.7282
2024-09-04,69900.0,54.75,54.2,1276.7123,1289.6679
2024-09-05,69430.0,55.29,54.68,1255.7424,1269.7513
2024-09-06,68120.0,55.0,55.0,1238.5455,1238.5455
2024-09-09,68980.0,56.58,55.7,1219.1587,1238.4201
2024-09-10,69260.0,56.19,55.56,1232.6037,1246.5803
2024-09-11,69200.0,55.92,55.12,1237.4821,1255.4427
2024-09-12,68920.0,55.84,55.12,1234.2407,1250.3628
