fecha,al30_ars,al30d_usd,al30c_usd,mep_implicito,ccl_implicito
2024-09-13,69090.0,56.65,55.53,1219.594,1244.1923
2024-09-16,70230.0,57.8,56.49,1215.0519,1243.2289
2024-09-17,69870.0,57.59,56.17,1213.2315,1243.9024
2024-09-18,70090.0,58.18,57.0,1204.7095,1229.6491
2024-09-19,70140.0,58.7,57.6,1194.8893,1217.7083
2024-09-20,69790.0,58.05,57.0,1202.2394,1224.386
2024-09-23,70080.0,58.04,57.18,1207.4431,1225.6034
2024-09-24,70060.0,58.19,57.3,1203.9869,1222.6876
2024-09-25,70130.0,58.02,57.2,1208.7211,1226.049
2024-09-26,69790.0,57.7,56.9,1209.5321,1226.5378
2024-09-27,69270.0,57.41,56.55,1206.5842,1224.9337
2024-09-30,70570.0,58.27,57.1,1211.0863,1235.9019
2024-10-01,71200.0,58.5,57.2,1217.094,1244.7552
2024-10-02,71060.0,58.85,57.41,1207.4766,1237.7635
2024-10-03,70690.0,59.39,57.56,1190.2677,1228.1098
2024-10-04,70570.0,59.45,57.8,1187.0479,1220.9343
2024-10-07,71200.0,60.13,58.45,1184.1011,1218.1352
2024-10-08,71330.0,60.95,58.84,1170.3035,1212.2706
2024-10-09,71020.0,62.01,59.7,1145.2991,1189.6147
2024-10-10,70290.0,62.0,59.69,1133.7097,1177.5842
2024-10-15,72620.0,63.8,61.6,1138.2445,1178.8961
2024-10-16,72810.0,62.86,61.5,1158.2883,1183.9024
2024-10-17,72350.0,62.25,60.65,1162.249,1192.9101
2024-10-18,71860.0,62.05,60.34,1158.0983,1190.9181
2024-10-21,71890.0,61.85,60.1,1162.3282,1196.173
2024-10-22,71940.0,61.73,60.33,1165.3977,1192.4416
2024-10-23,72130.0,61.9,60.75,1165.2666,1187.3251
2024-10-24,73690.0,63.66,62.36,1157.5558,1181.687
2024-10-25,75000.0,65.67,64.5,1142.074,1162.7907
2024-10-28,75690.0,66.83,65.4,1132.5752,1157.3394
2024-10-29,74530.0,65.65,64.61,1135.2628,1153.5366
2024-10-30,73570.0,64.75,63.57,1136.2162,1157.3069
2024-10-31,72390.0,64.12,62.9,1128.9769,1150.8744
2024-11-01,74320.0,65.19,63.6,1140.0522,1168.5535
2024-11-04,74730.0,65.0,63.36,1149.6923,1179.4508
2024-11-05,75770.0,65.93,64.5,1149.2492,1174.7287
2024-11-06,75770.0,65.93,64.5,1149.2492,1174.7287
2024-11-07,76320.0,67.25,65.95,1134.8699,1157.2403
2024-11-08,75860.0,67.52,66.15,1123.519,1146.7876
2024-11-12,76680.0,68.03,66.22,1127.1498,1157.9583
2024-11-13,77060.0,68.75,66.53,1120.8727,1158.2745
2024-11-14,77290.0,70.03,67.55,1103.6699,1144.1895
2024-11-15,76460.0,69.87,67.47,1094.318,1133.2444
2024-11-19,76350.0,71.1,68.64,1073.8397,1112.3252
2024-11-20,76360.0,71.26,69.37,1071.5689,1100.764
2024-11-21,76280.0,70.7,68.35,1078.925,1116.0205
2024-11-22,75740.0,70.4,68.6,1075.8523,1104.0816
2024-11-25,76490.0,71.18,69.19,1074.5996,1105.5066
2024-11-26,76350.0,70.89,68.99,1077.0207,1106.6821
2024-11-27,76420.0,71.23,69.26,1072.8626,1103.3786
2024-11-29,76100.0,71.09,69.32,1070.474,1097.8073
2024-12-02,76790.0,71.95,70.0,1067.2689,1097.0
2024-12-03,77000.0,71.82,70.0,1072.1248,1100.0
2024-12-04,77000.0,71.55,69.78,1076.1705,1103.468
2024-12-05,75730.0,71.34,69.66,1061.5363,1087.1375
2024-12-06,75240.0,71.04,70.3,1059.1216,1070.2703
2024-12-09,76040.0,72.35,71.25,1051.0021,1067.2281
2024-12-10,76120.0,71.76,70.84,1060.7581,1074.5342
2024-12-11,76870.0,72.85,71.66,1055.1819,1072.7044
2024-12-12,77140.0,73.04,71.78,1056.1336,1074.6726
2024-12-13,78260.0,73.1,71.81,1070.5882,1089.8204
2024-12-16,81940.0,74.8,73.69,1095.4545,1111.9555
2024-12-17,83130.0,73.6,72.55,1129.4837,1145.8305
2024-12-18,85750.0,75.13,73.77,1141.355,1162.3966
2024-12-19,84340.0,74.01,73.25,1139.5757,1151.3993
2024-12-20,84170.0,73.59,72.8,1143.7695,1156.1813
2024-12-23,85670.0,74.45,73.4,1150.7052,1167.1662
2024-12-24,85670.0,74.45,73.4,1150.7052,1167.1662
2024-12-26,88050.0,75.2,74.25,1170.8777,1185.8586
2024-12-27,87340.0,74.9,73.95,1166.0881,1181.0683
2024-12-30,88200.0,75.4,74.39,1169.7613,1185.6432
2025-01-02,88640.0,76.26,75.3,1162.3394,1177.158
2025-01-03,88410.0,76.17,75.25,1160.6932,1174.8837
2025-01-06,89580.0,76.86,75.59,1165.4957,1185.0774
2025-01-07,89560.0,76.81,75.3,1165.994,1189.3758
2025-01-08,89520.0,75.85,75.15,1180.2241,1191.2176
2025-01-09,79780.0,68.42,67.35,1166.0333,1184.5583
2025-01-10,79420.0,68.22,66.5,1164.1747,1194.2857
2025-01-13,79890.0,68.32,67.05,1169.3501,1191.4989
2025-01-14,80160.0,68.57,67.3,1169.0244,1191.0847
2025-01-15,79570.0,68.13,66.92,1167.9143,1189.0317
2025-01-16,78850.0,67.55,66.25,1167.2835,1190.1887
2025-01-17,78190.0,66.96,65.74,1167.7121,1189.3824
2025-01-21,78210.0,67.11,65.9,1165.4001,1186.7982
2025-01-22,77680.0,66.5,65.38,1168.1203,1188.1309
2025-01-23,76690.0,65.81,64.72,1165.3244,1184.9506
2025-01-24,75870.0,65.85,65.09,1152.164,1165.6168
2025-01-27,76090.0,65.58,64.94,1160.2623,1171.697
2025-01-28,77150.0,66.42,65.61,1161.5477,1175.8878
2025-01-29,77610.0,66.67,65.93,1164.0918,1177.1576
2025-01-30,77600.0,66.8,65.99,1161.6766,1175.9357
2025-01-31,77520.0,66.3,65.65,1169.2308,1180.8073
2025-02-03,77870.0,66.1,65.45,1178.0635,1189.7632
2025-02-04,77350.0,65.28,64.7,1184.8958,1195.5178
2025-02-05,77500.0,64.7,64.37,1197.8362,1203.977
2025-02-06,77800.0,65.49,64.96,1187.9676,1197.6601
2025-02-07,77420.0,65.15,64.5,1188.3346,1200.3101
2025-02-10,76750.0,64.9,64.29,1182.5886,1193.8093
2025-02-11,76160.0,64.46,63.98,1181.5079,1190.372
2025-02-12,77140.0,64.99,64.5,1186.9518,1195.969
2025-02-13,77700.0,65.45,64.9,1187.1658,1197.2265
2025-02-14,77620.0,65.47,64.92,1185.5812,1195.6254
2025-02-18,78350.0,65.16,64.79,1202.4248,1209.2916
2025-02-19,78040.0,64.66,64.3,1206.9285,1213.6858
2025-02-20,78150.0,64.85,64.39,1205.0887,1213.6978
2025-02-21,77950.0,64.65,64.15,1205.7231,1215.1208
2025-02-24,78070.0,64.7,64.28,1206.6461,1214.5302
2025-02-25,77750.0,64.35,64.17,1208.2362,1211.6254
2025-02-26,77860.0,64.36,64.15,1209.7576,1213.7178
2025-02-27,77950.0,64.05,63.92,1217.018,1219.4931
2025-02-28,77800.0,63.78,63.7,1219.8181,1221.3501
2025-03-05,80920.0,65.77,65.7,1230.3482,1231.6591
2025-03-06,81230.0,65.5,65.6,1240.1527,1238.2622
2025-03-07,79900.0,65.72,65.5,1215.7638,1219.8473
2025-03-10,79930.0,65.32,65.25,1223.6681,1224.9808
2025-03-11,79950.0,65.1,65.09,1228.1106,1228.2993
2025-03-12,79600.0,64.84,64.82,1227.6373,1228.016
2025-03-13,79360.0,64.44,64.3,1231.5332,1234.2146
2025-03-14,79580.0,64.33,64.24,1237.0589,1238.792
2025-03-17,80310.0,64.15,64.05,1251.9096,1253.8642
2025-03-18,81870.0,63.4,63.33,1291.3249,1292.7523
2025-03-19,82390.0,63.86,63.8,1290.166,1291.3793
2025-03-20,82400.0,64.11,64.09,1285.2909,1285.692
2025-03-21,82550.0,64.2,64.14,1285.8255,1287.0284
2025-03-25,83910.0,64.84,64.84,1294.1086,1294.1086
2025-03-26,83440.0,64.3,64.25,1297.6672,1298.677
2025-03-27,83490.0,64.56,64.41,1293.2156,1296.2273
2025-03-28,83200.0,63.8,63.7,1304.0752,1306.1224
2025-03-31,83840.0,63.7,63.7,1316.1695,1316.1695
2025-04-01,83730.0,63.8,63.65,1312.3824,1315.4753
2025-04-03,83120.0,63.02,63.05,1318.9464,1318.3188
2025-04-04,82150.0,61.66,61.7,1332.3062,1331.4425
2025-04-07,82940.0,60.9,60.88,1361.9048,1362.3522
2025-04-08,82100.0,59.51,59.99,1379.6001,1368.5614
2025-04-09,83430.0,61.63,61.9,1353.7238,1347.8191
2025-04-10,83400.0,61.21,61.25,1362.5225,1361.6327
2025-04-11,84290.0,62.9,63.05,1340.0636,1336.8755
2025-04-14,82410.0,65.94,65.96,1249.7725,1249.3936
2025-04-15,81500.0,65.96,65.59,1235.5973,1242.5675
2025-04-16,76950.0,65.85,65.48,1168.5649,1175.168
2025-04-21,74450.0,66.43,65.51,1120.7286,1136.4677
2025-04-22,76770.0,67.62,66.46,1135.315,1155.1309
2025-04-23,79170.0,67.65,66.54,1170.2882,1189.8106
2025-04-24,80320.0,67.76,66.93,1185.3601,1200.0598
2025-04-25,79900.0,67.7,66.8,1180.2068,1196.1078
2025-04-28,79610.0,67.7,66.79,1175.9232,1191.9449
2025-04-29,79180.0,67.55,66.73,1172.1688,1186.5728
2025-04-30,79000.0,67.25,66.4,1174.7212,1189.759
2025-05-05,80400.0,67.02,66.35,1199.6419,1211.7558
2025-05-06,80860.0,67.24,66.65,1202.558,1213.2033
2025-05-07,78080.0,67.59,66.95,1155.2005,1166.2435
2025-05-08,76900.0,67.41,66.68,1140.7803,1153.2693
2025-05-09,77180.0,67.47,66.65,1143.9158,1157.9895
2025-05-12,77720.0,68.22,67.13,1139.2554,1157.7536
2025-05-13,77330.0,67.97,66.76,1137.7078,1158.3283
2025-05-14,77580.0,68.03,67.11,1140.3792,1156.0125
2025-05-15,77100.0,67.3,66.36,1145.6166,1161.8445
2025-05-16,76620.0,66.55,65.52,1151.3148,1169.4139
2025-05-19,77870.0,67.8,67.05,1148.5251,1161.3721
2025-05-20,78380.0,68.06,67.13,1151.6309,1167.5853
2025-05-21,77850.0,67.67,66.6,1150.4359,1168.9189
2025-05-22,77700.0,67.99,67.11,1142.8151,1157.8006
2025-05-23,77970.0,68.32,67.39,1141.2471,1156.9966
2025-05-27,78810.0,67.99,67.24,1159.1411,1172.0702
2025-05-28,79900.0,68.75,68.0,1162.1818,1175.0
2025-05-29,80750.0,68.45,67.7,1179.6932,1192.7622
2025-05-30,81050.0,68.1,67.55,1190.1615,1199.852
2025-06-02,80880.0,68.33,67.77,1183.6675,1193.4484
2025-06-03,80990.0,68.11,67.72,1189.1059,1195.9539
2025-06-04,80750.0,67.83,67.5,1190.4762,1196.2963
2025-06-05,80180.0,67.26,67.0,1192.0904,1196.7164
2025-06-06,80380.0,67.53,67.24,1190.2858,1195.4194
2025-06-09,80990.0,68.0,67.66,1191.0294,1197.0145
2025-06-10,81700.0,68.85,68.66,1186.6376,1189.9214
2025-06-11,81250.0,68.35,68.28,1188.7345,1189.9531
2025-06-12,81230.0,68.42,68.2,1187.226,1191.0557
2025-06-13,79810.0,67.5,67.0,1182.3704,1191.194
2025-06-17,79300.0,67.38,67.3,1176.9071,1178.3061
2025-06-18,78440.0,67.16,67.0,1167.9571,1170.7463
2025-06-23,80750.0,68.1,67.9,1185.7562,1189.2489
2025-06-24,81660.0,69.11,68.8,1181.5946,1186.9186
2025-06-25,82080.0,68.67,68.54,1195.2818,1197.5489
2025-06-26,82790.0,69.25,68.94,1195.5235,1200.8993
2025-06-27,82490.0,69.02,68.8,1195.1608,1198.9826
2025-06-30,82950.0,68.65,68.45,1208.303,1211.8335
2025-07-01,84370.0,68.44,68.38,1232.7586,1233.8403
2025-07-02,85120.0,68.85,68.68,1236.3108,1239.371
2025-07-03,85200.0,68.94,68.95,1235.8573,1235.678
2025-07-07,86870.0,67.95,67.78,1278.44,1281.6465
2025-07-08,85890.0,68.27,68.21,1258.0929,1259.1995
2025-07-10,76600.0,60.36,60.31,1269.0524,1270.1045
2025-07-11,75890.0,59.9,59.77,1266.9449,1269.7005
2025-07-14,76850.0,59.64,59.38,1288.5647,1294.2068
2025-07-15,76000.0,59.61,59.36,1274.9539,1280.3235
2025-07-16,75600.0,59.57,59.34,1269.0952,1274.0142
2025-07-17,75400.0,58.91,58.35,1279.9185,1292.2022
2025-07-18,75850.0,58.9,58.91,1287.7759,1287.5573
2025-07-21,75130.0,58.95,58.76,1274.4699,1278.5909
2025-07-22,74300.0,58.91,58.79,1261.246,1263.8204
2025-07-23,74350.0,58.87,58.75,1262.9523,1265.5319
2025-07-24,75760.0,59.6,59.38,1271.1409,1275.8505
2025-07-25,76850.0,59.9,59.75,1282.9716,1286.1925
2025-07-28,77890.0,60.1,59.95,1296.0067,1299.2494
2025-07-29,77350.0,60.1,60.19,1287.0216,1285.0972
2025-07-30,79950.0,60.51,60.37,1321.2692,1324.3333
2025-07-31,81290.0,59.86,59.67,1358.002,1362.3261
2025-08-01,80930.0,59.26,59.5,1365.6767,1360.1681
2025-08-04,81300.0,59.89,59.99,1357.4887,1355.2259
2025-08-05,80730.0,60.08,59.97,1343.7084,1346.1731
2025-08-06,80430.0,60.32,60.25,1333.3886,1334.9378
2025-08-07,80000.0,60.27,60.15,1327.3602,1330.0083
2025-08-08,80100.0,60.34,60.23,1327.4776,1329.902
2025-08-11,80340.0,60.7,60.47,1323.5585,1328.5927
2025-08-12,80390.0,60.79,60.9,1322.4215,1320.0328
2025-08-13,80580.0,61.13,60.87,1318.1744,1323.8048
2025-08-14,78770.0,60.85,60.66,1294.4947,1298.5493
2025-08-18,79570.0,61.0,60.91,1304.4262,1306.3536
2025-08-19,79380.0,61.14,60.9,1298.3317,1303.4483
2025-08-20,78460.0,60.33,60.0,1300.5138,1307.6667
2025-08-21,78920.0,59.5,59.35,1326.3866,1329.7388
2025-08-22,78990.0,59.51,59.8,1327.3399,1320.903
2025-08-25,78600.0,57.7,57.7,1362.2184,1362.2184
2025-08-26,78500.0,58.14,58.02,1350.1892,1352.9817
2025-08-27,79280.0,58.41,58.35,1357.3018,1358.6975
2025-08-28,79060.0,58.74,58.8,1345.9312,1344.5578
2025-08-29,79500.0,58.91,58.82,1349.5162,1351.5811
2025-09-02,78520.0,57.3,57.3,1370.3316,1370.3316
2025-09-03,78260.0,57.05,57.05,1371.7791,1371.7791
2025-09-04,77800.0,55.71,56.5,1396.5177,1376.9912
2025-09-05,77840.0,56.14,56.15,1386.5337,1386.2867
2025-09-08,75300.0,52.6,52.25,1431.5589,1441.1483
2025-09-09,77100.0,53.98,53.81,1428.3068,1432.8192
2025-09-10,78330.0,54.96,54.75,1425.2183,1430.6849
2025-09-11,78000.0,54.0,54.25,1444.4444,1437.788
2025-09-12,76480.0,51.91,51.53,1473.3192,1484.184
2025-09-15,74390.0,49.9,49.78,1490.7816,1494.3753
2025-09-16,75450.0,51.37,51.04,1468.7561,1478.2524
2025-09-17,74130.0,49.8,49.5,1488.5542,1497.5758
2025-09-18,69450.0,45.7,45.0,1519.6937,1543.3333
2025-09-19,67670.0,44.23,43.99,1529.957,1538.3042
2025-09-22,75000.0,52.45,52.15,1429.9333,1438.1592
2025-09-23,78000.0,55.8,55.4,1397.8495,1407.9422
2025-09-24,80200.0,58.54,57.65,1370.0034,1391.1535
2025-09-25,78060.0,56.75,57.0,1375.5066,1369.4737
2025-09-26,78850.0,54.65,54.25,1442.8179,1453.4562
2025-09-29,76800.0,52.15,51.8,1472.675,1482.6255
2025-09-30,74980.0,50.35,49.25,1489.1758,1522.4365
2025-10-01,76780.0,50.15,48.21,1531.007,1592.6156
2025-10-02,79590.0,53.12,51.5,1498.3057,1545.4369
2025-10-03,82000.0,55.0,54.0,1490.9091,1518.5185
2025-10-06,83880.0,56.0,55.5,1497.8571,1511.3514
2025-10-07,83800.0,54.87,54.37,1527.2462,1541.2912
2025-10-08,83900.0,55.32,55.0,1516.6305,1525.4545
2025-10-09,84500.0,59.65,59.1,1416.5968,1429.78
2025-10-14,82060.0,57.5,56.0,1427.1304,1465.3571
2025-10-15,83200.0,57.92,57.0,1436.4641,1459.6491
2025-10-16,84250.0,57.5,56.6,1465.2174,1488.5159
2025-10-17,85150.0,55.32,55.5,1539.2263,1534.2342
2025-10-20,87700.0,57.03,56.25,1537.7871,1559.1111
2025-10-21,88560.0,55.83,55.0,1586.244,1610.1818
2025-10-22,85900.0,54.29,53.75,1582.2435,1598.1395
2025-10-23,83000.0,54.34,53.8,1527.4199,1542.7509
2025-10-24,83480.0,54.05,53.4,1544.4958,1563.2959
2025-10-27,89300.0,61.35,61.4,1455.5827,1454.3974
2025-10-28,92900.0,63.1,62.75,1472.2662,1480.4781
2025-10-29,93090.0,63.35,62.65,1469.4554,1485.8739
2025-10-30,93500.0,63.61,62.85,1469.8947,1487.6691
2025-10-31,94100.0,63.8,63.05,1474.9216,1492.4663
2025-11-03,94550.0,63.25,62.5,1494.8617,1512.8
2025-11-04,94780.0,63.3,62.6,1497.3144,1514.0575
2025-11-05,94460.0,63.95,63.08,1477.0915,1497.4635
2025-11-06,94460.0,63.95,63.08,1477.0915,1497.4635
2025-11-07,92950.0,63.99,63.11,1452.5707,1472.8252
2025-11-10,94590.0,64.79,63.92,1459.9475,1479.8185
2025-11-12,94160.0,64.97,63.97,1449.2843,1471.94
2025-11-13,93820.0,64.25,63.22,1460.2335,1484.024
2025-11-14,94200.0,65.05,63.4,1448.1168,1485.8044
2025-11-17,94160.0,65.0,63.3,1448.6154,1487.5197
2025-11-18,93350.0,64.92,63.44,1437.9236,1471.4691
2025-11-19,94200.0,65.45,63.73,1439.2666,1478.1108
2025-11-20,94730.0,65.25,63.51,1451.8008,1491.5761
2025-11-25,95980.0,64.81,61.57,1480.9443,1558.8761
2025-11-26,95950.0,64.75,62.9,1481.8533,1525.4372
2025-11-28,95700.0,64.82,63.15,1476.3962,1515.4394
2025-12-01,95700.0,64.62,62.85,1480.9656,1522.673
2025-12-02,95590.0,64.7,62.76,1477.4343,1523.1039
2025-12-03,95820.0,65.17,64.0,1470.3084,1497.1875
2025-12-04,96060.0,65.2,63.5,1473.3129,1512.7559
2025-12-05,96500.0,65.48,64.15,1473.7324,1504.2868
2025-12-09,96360.0,65.57,64.11,1469.5745,1503.0416
2025-12-10,97200.0,66.1,64.71,1470.4992,1502.0862
2025-12-11,96900.0,65.8,64.39,1472.6444,1504.8921
2025-12-12,96940.0,65.84,64.4,1472.3572,1505.2795
2025-12-15,99110.0,66.15,64.74,1498.2615,1530.8928
2025-12-16,101900.0,67.43,65.5,1511.1968,1555.7252
2025-12-17,100800.0,66.95,65.0,1505.6012,1550.7692
2025-12-18,100470.0,67.15,65.18,1496.2025,1541.4237
2025-12-19,100070.0,66.98,64.8,1494.0281,1544.2901
2025-12-22,100100.0,67.05,64.7,1492.9157,1547.1406
2025-12-23,99450.0,67.15,64.94,1481.0127,1531.4136
2025-12-26,99480.0,66.95,65.14,1485.885,1527.1722
2025-12-29,99400.0,67.0,65.22,1483.5821,1524.0724
2025-12-30,99990.0,67.54,65.78,1480.456,1520.0669
2026-01-02,100250.0,66.75,65.34,1501.8727,1534.2822
2026-01-05,100290.0,66.8,65.23,1501.3473,1537.4828
2026-01-06,100100.0,67.1,65.79,1491.8033,1521.5078
2026-01-07,100300.0,67.12,65.52,1494.3385,1530.8303
2026-01-08,99790.0,66.88,65.2,1492.0754,1530.5215
2026-01-09,87870.0,59.12,57.55,1486.2991,1526.8462
2026-01-12,87300.0,59.04,57.5,1478.6585,1518.2609
2026-01-13,87890.0,58.97,57.2,1490.4189,1536.5385
2026-01-14,87330.0,58.83,57.22,1484.4467,1526.2146
2026-01-15,87100.0,59.2,57.7,1471.2838,1509.5321
2026-01-16,87300.0,59.43,57.7,1468.9551,1512.9983
2026-01-20,87260.0,59.24,57.38,1472.9912,1520.7389
2026-01-21,86770.0,59.35,57.5,1462.0051,1509.0435
2026-01-22,87250.0,59.84,58.0,1458.0548,1504.3103
2026-01-23,88850.0,60.5,58.76,1468.595,1512.083
2026-01-26,89700.0,60.9,59.05,1472.9064,1519.0517
2026-01-27,89480.0,61.15,59.31,1463.287,1508.6832
2026-01-28,89130.0,60.98,59.05,1461.6268,1509.3988
2026-01-29,88970.0,60.86,58.9,1461.8797,1510.5263
2026-01-30,88500.0,60.42,59.35,1464.7468,1491.1542
2026-02-02,87990.0,60.5,58.7,1454.3802,1498.9779
2026-02-03,87630.0,60.04,58.35,1459.527,1501.7995
2026-02-04,88000.0,60.3,59.0,1459.3698,1491.5254
2026-02-05,88670.0,60.6,58.95,1463.2013,1504.1561
2026-02-06,88480.0,61.0,59.03,1450.4918,1498.8989
2026-02-09,88490.0,61.5,59.8,1438.8618,1479.7659
2026-02-10,88540.0,61.77,60.2,1433.3819,1470.7641
2026-02-11,88890.0,62.01,60.2,1433.4785,1476.5781
2026-02-12,87500.0,61.75,60.15,1417.004,1454.6966
2026-02-13,87630.0,61.75,59.68,1419.1093,1468.3311
2026-02-18,86900.0,61.72,60.0,1407.9715,1448.3333
2026-02-19,86550.0,61.6,59.87,1405.0325,1445.6322
2026-02-20,86280.0,61.73,59.67,1397.6997,1445.9527
2026-02-23,85620.0,61.44,59.25,1393.5547,1445.0633
2026-02-24,85000.0,60.95,59.22,1394.5857,1435.3259
2026-02-25,87320.0,61.07,58.82,1429.8346,1484.5291
2026-02-26,87600.0,61.09,59.25,1433.9499,1478.481
2026-02-27,86500.0,60.21,58.6,1436.6384,1476.1092
2026-03-02,86150.0,60.96,59.05,1413.2218,1458.9331
2026-03-03,86900.0,60.4,58.8,1438.7417,1477.8912
2026-03-04,87160.0,60.9,59.3,1431.1987,1469.8145
2026-03-05,86890.0,60.65,59.0,1432.6463,1472.7119
2026-03-06,87280.0,61.0,59.0,1430.8197,1479.322
2026-03-09,86730.0,60.72,58.9,1428.3597,1472.4958
2026-03-10,86800.0,61.1,59.4,1420.6219,1461.2795
2026-03-11,86780.0,61.39,59.6,1413.5853,1456.0403
2026-03-12,86000.0,60.89,59.14,1412.383,1454.1765
2026-03-13,86800.0,60.9,59.1,1425.2874,1468.6971
2026-03-16,86810.0,61.09,59.01,1421.0182,1471.1066
2026-03-17,87230.0,61.47,59.4,1419.0662,1468.5185
2026-03-18,86820.0,61.03,59.05,1422.5791,1470.2794
2026-03-19,86500.0,60.91,59.01,1420.1281,1465.8532
2026-03-20,85580.0,60.3,58.15,1419.2371,1471.7111
2026-03-25,85800.0,61.1,59.25,1404.2553,1448.1013
2026-03-26,85390.0,61.01,59.2,1399.6066,1442.3986
2026-03-27,86620.0,60.64,58.6,1428.4301,1478.157
2026-03-30,86800.0,60.53,58.55,1433.9997,1482.4936
2026-03-31,86920.0,61.12,58.95,1422.1204,1474.4699
2026-04-01,88080.0,61.41,59.25,1434.2941,1486.5823
2026-04-06,88050.0,61.73,59.49,1426.3729,1480.0807
2026-04-07,88860.0,62.0,59.47,1433.2258,1494.1988
2026-04-08,88610.0,62.35,60.05,1421.1708,1475.6037
2026-04-09,89150.0,62.9,60.5,1417.3291,1473.5537
2026-04-10,89280.0,63.13,60.6,1414.2246,1473.2673
2026-04-13,89800.0,64.0,61.25,1403.125,1466.1224
2026-04-14,90520.0,64.17,61.46,1410.628,1472.8279
2026-04-15,89500.0,63.96,61.71,1399.3121,1450.3322
2026-04-16,89900.0,64.01,61.95,1404.4681,1451.1703
2026-04-17,90270.0,63.88,61.72,1413.1183,1462.5729
2026-04-20,90390.0,63.98,61.85,1412.7852,1461.439
2026-04-21,90000.0,63.84,61.58,1409.7744,1461.5135
2026-04-22,90520.0,63.78,61.5,1419.2537,1471.8699
2026-04-23,90000.0,63.4,61.05,1419.5584,1474.2015
2026-04-24,91100.0,63.35,61.0,1438.0426,1493.4426
2026-04-27,91800.0,62.9,60.5,1459.4595,1517.3554
2026-04-28,90770.0,63.13,60.75,1437.8267,1494.1564
2026-04-29,90210.0,62.95,60.69,1433.0421,1486.4063
2026-04-30,91790.0,63.35,61.07,1448.9345,1503.0293
2026-05-04,91280.0,63.59,61.2,1435.4458,1491.5033
2026-05-05,90870.0,63.63,61.22,1428.1,1484.3189
2026-05-06,91550.0,64.2,61.9,1426.0125,1478.9984
2026-05-07,91500.0,64.0,61.9,1429.6875,1478.1906
2026-05-08,91740.0,64.27,61.77,1427.4156,1485.187
2026-05-11,91600.0,64.31,61.91,1424.3508,1479.5671
2026-05-12,90900.0,64.1,61.85,1418.0967,1469.6847
2026-05-13,90720.0,63.83,61.29,1421.2753,1480.1762
2026-05-14,90640.0,63.8,61.2,1420.6897,1481.0458
2026-05-15,90460.0,63.4,61.49,1426.8139,1471.1335
2026-05-18,90460.0,63.3,61.0,1429.0679,1482.9508
2026-05-19,90880.0,63.3,60.75,1435.703,1495.9671
2026-05-20,91300.0,63.67,61.3,1433.9563,1489.3964
2026-05-21,90950.0,63.92,61.5,1422.8723,1478.8618
2026-05-22,91230.0,64.0,61.66,1425.4688,1479.5654
2026-05-26,91810.0,64.03,61.65,1433.8591,1489.2133
2026-05-27,91600.0,64.04,61.72,1430.356,1484.1218
2026-05-28,91900.0,64.12,62.0,1433.2502,1482.2581
2026-05-29,91720.0,64.02,61.9,1432.6773,1481.7447
2026-06-01,92550.0,64.3,62.05,1439.3468,1491.5391
2026-06-02,93370.0,64.42,62.11,1449.3946,1503.3006
2026-06-03,93860.0,64.28,61.98,1460.1742,1514.3595
2026-06-04,93800.0,64.46,62.2,1455.166,1508.0386
2026-06-05,93820.0,64.33,62.08,1458.4175,1511.2758
2026-06-08,94180.0,63.93,61.97,1473.1738,1519.7676
2026-06-09,93140.0,64.12,61.85,1452.5889,1505.9014
2026-06-10,92830.0,63.8,61.46,1455.0157,1510.4133
2026-06-11,93820.0,64.67,62.69,1450.75,1496.5704
2026-06-12,93250.0,64.5,62.65,1445.7364,1488.4278
2026-06-16,93900.0,64.26,62.5,1461.2512,1502.4
2026-06-17,94200.0,64.45,62.55,1461.5981,1505.9952
2026-06-18,94350.0,64.45,62.65,1463.9255,1505.9856
2026-06-22,95590.0,64.5,62.8,1482.0155,1522.1338
2026-06-23,97020.0,64.45,62.4,1505.353,1554.8077
2026-06-24,96560.0,64.39,62.5,1499.6117,1544.96
2026-06-25,96600.0,64.43,62.45,1499.3016,1546.8375
2026-06-26,96230.0,64.11,62.35,1501.0139,1543.3841
2026-06-29,97180.0,64.34,62.35,1510.4134,1558.6207
2026-06-30,97540.0,64.1,62.23,1521.6849,1567.4112
2026-07-01,97550.0,64.24,62.11,1518.5243,1570.6005
2026-07-02,98550.0,64.33,62.45,1531.9447,1578.0624
2026-07-03,98200.0,64.45,62.44,1523.6618,1572.7098
2026-07-06,98250.0,64.45,62.52,1524.4375,1571.4971
2026-07-07,98550.0,64.43,62.58,1529.567,1574.7843
2026-07-08,97780.0,64.18,62.5,1523.5276,1564.48
2026-07-13,85450.0,56.13,54.47,1522.3588,1568.7534
2026-07-14,84300.0,56.2,54.5,1500.0,1546.789
2026-07-15,85350.0,56.44,54.5,1512.2254,1566.055
2026-07-16,85410.0,56.45,54.4,1513.0204,1570.0368
2026-07-17,85650.0,56.48,54.47,1516.466,1572.4252
2026-07-20,85600.0,56.69,54.55,1509.9665,1569.2026
2026-07-21,85940.0,56.88,54.5,1510.9001,1576.8807
2026-07-22,86000.0,56.9,54.72,1511.4236,1571.6374
2026-07-23,86200.0,56.79,54.42,1517.8729,1583.9765
2026-07-24,86830.0,56.81,54.52,1528.4281,1592.6266
