fecha,tna_diaria_pct
2024-10-10,39.03
2024-10-14,38.97
2024-10-15,39.27
2024-10-16,39.29
2024-10-17,37.36
2024-10-18,38.71
2024-10-21,39.92
2024-10-22,41.12
2024-10-23,38.58
2024-10-24,39.88
2024-10-25,38.47
2024-10-28,39.08
2024-10-29,40.59
2024-10-30,39.47
2024-10-31,40.45
2024-11-01,36.7
2024-11-04,36.1
2024-11-05,36.33
2024-11-07,35.34
2024-11-08,34.88
2024-11-11,35.38
2024-11-12,36.17
2024-11-13,35.59
2024-11-14,35.93
2024-11-15,36.27
2024-11-19,33.8
2024-11-20,35.65
2024-11-21,36.57
2024-11-22,35.18
2024-11-25,34.73
2024-11-26,36.31
2024-11-27,35.67
2024-11-28,36.11
2024-11-29,36.59
2024-12-02,32.65
2024-12-03,35.98
2024-12-04,35.32
2024-12-05,35.16
2024-12-06,32.92
2024-12-09,30.94
2024-12-10,31.73
2024-12-11,30.64
2024-12-12,31.96
2024-12-13,31.32
2024-12-16,31.44
2024-12-17,31.86
2024-12-18,31.57
2024-12-19,30.85
2024-12-20,31.35
2024-12-23,31.56
2024-12-26,31.22
2024-12-27,32.13
2024-12-30,31.78
2025-01-02,31.42
2025-01-03,31.8
2025-01-06,31.59
2025-01-07,31.01
2025-01-08,30.32
2025-01-09,31.07
2025-01-10,31.55
2025-01-13,31.07
2025-01-14,32.28
2025-01-15,30.72
2025-01-16,30.13
2025-01-17,31.27
2025-01-20,29.82
2025-01-21,30.39
2025-01-22,30.34
2025-01-23,29.98
2025-01-24,30.97
2025-01-27,29.46
2025-01-28,31.42
2025-01-29,30.28
2025-01-30,31.2
2025-01-31,28.72
2025-02-03,26.99
2025-02-04,28.45
2025-02-05,28.51
2025-02-06,28.48
2025-02-07,27.0
2025-02-10,27.2
2025-02-11,28.13
2025-02-12,27.2
2025-02-13,27.16
2025-02-14,27.56
2025-02-17,27.86
2025-02-18,28.13
2025-02-19,27.03
2025-02-20,27.46
2025-02-21,27.32
2025-02-24,27.23
2025-02-25,27.95
2025-02-26,26.84
2025-02-27,27.3
2025-02-28,27.74
2025-03-05,26.65
2025-03-06,28.11
2025-03-07,28.4
2025-03-10,26.61
2025-03-11,27.79
2025-03-12,27.48
2025-03-13,28.23
2025-03-14,27.78
2025-03-17,28.07
2025-03-18,29.59
2025-03-19,29.67
2025-03-20,29.53
2025-03-21,28.57
2025-03-25,28.83
2025-03-26,29.3
2025-03-27,30.72
2025-03-28,28.82
2025-03-31,29.46
2025-04-01,31.07
2025-04-03,30.84
2025-04-04,29.66
2025-04-07,30.6
2025-04-08,31.03
2025-04-09,29.84
2025-04-10,30.6
2025-04-11,30.75
2025-04-14,34.02
2025-04-15,35.13
2025-04-16,36.87
2025-04-21,34.03
2025-04-22,33.87
2025-04-23,32.84
2025-04-24,33.12
2025-04-25,33.54
2025-04-28,32.66
2025-04-29,33.03
2025-04-30,32.44
2025-05-05,32.11
2025-05-06,33.55
2025-05-07,33.0
2025-05-08,32.63
2025-05-09,31.8
2025-05-12,32.04
2025-05-13,32.56
2025-05-14,32.06
2025-05-15,32.97
2025-05-16,32.2
2025-05-19,33.1
2025-05-20,33.18
2025-05-21,31.45
2025-05-22,31.97
2025-05-23,32.19
2025-05-26,31.55
2025-05-27,32.55
2025-05-28,31.39
2025-05-29,32.43
2025-05-30,31.29
2025-06-02,32.75
2025-06-03,32.82
2025-06-04,31.4
2025-06-05,32.1
2025-06-06,32.11
2025-06-09,31.29
2025-06-10,31.86
2025-06-11,31.8
2025-06-12,31.93
2025-06-13,31.51
2025-06-17,31.95
2025-06-18,31.39
2025-06-19,32.62
2025-06-23,31.0
2025-06-24,29.79
2025-06-25,31.77
2025-06-26,31.62
2025-06-27,31.06
2025-06-30,31.42
2025-07-01,32.6
2025-07-02,32.15
2025-07-03,32.36
2025-07-04,31.4
2025-07-07,31.66
2025-07-08,31.97
2025-07-10,31.04
2025-07-11,30.76
2025-07-14,29.1
2025-07-15,29.03
2025-07-16,29.77
2025-07-17,29.5
2025-07-18,29.81
2025-07-21,31.11
2025-07-22,33.06
2025-07-23,31.9
2025-07-24,32.77
2025-07-25,32.69
2025-07-28,32.1
2025-07-29,33.96
2025-07-30,33.46
2025-07-31,35.02
2025-08-01,36.03
2025-08-04,36.77
2025-08-05,37.66
2025-08-06,37.51
2025-08-07,37.15
2025-08-08,40.2
2025-08-11,39.05
2025-08-12,44.6
2025-08-13,42.8
2025-08-14,44.81
2025-08-18,46.5
2025-08-19,54.02
2025-08-20,52.81
2025-08-21,50.19
2025-08-22,48.6
2025-08-25,49.04
2025-08-26,53.85
2025-08-27,51.16
2025-08-28,55.63
2025-08-29,53.63
2025-09-01,54.57
2025-09-02,53.62
2025-09-03,52.49
2025-09-04,56.06
2025-09-05,52.72
2025-09-08,53.62
2025-09-09,55.64
2025-09-10,51.16
2025-09-11,49.43
2025-09-12,45.42
2025-09-15,44.71
2025-09-16,43.34
2025-09-17,43.03
2025-09-18,43.89
2025-09-19,43.78
2025-09-22,43.72
2025-09-23,45.64
2025-09-24,43.22
2025-09-25,39.22
2025-09-26,37.78
2025-09-29,38.8
2025-09-30,37.67
2025-10-01,40.17
2025-10-02,39.93
2025-10-03,39.49
2025-10-06,39.98
2025-10-07,42.3
2025-10-08,41.85
2025-10-09,46.08
2025-10-13,45.44
2025-10-14,49.38
2025-10-15,51.47
2025-10-16,54.44
2025-10-17,49.45
2025-10-20,48.28
2025-10-21,48.77
2025-10-22,47.09
2025-10-23,47.06
2025-10-24,47.12
2025-10-27,43.3
2025-10-28,44.82
2025-10-29,40.91
2025-10-30,39.32
2025-10-31,37.49
2025-11-03,35.06
2025-11-04,35.94
2025-11-05,34.17
2025-11-07,33.05
2025-11-10,32.01
2025-11-11,32.73
2025-11-12,30.88
2025-11-13,30.97
2025-11-14,30.7
2025-11-17,30.27
2025-11-18,30.55
2025-11-19,31.19
2025-11-20,30.62
2025-11-25,29.32
2025-11-26,28.91
2025-11-27,29.06
2025-11-28,29.03
2025-12-01,28.06
2025-12-02,28.41
2025-12-03,26.47
2025-12-04,25.68
2025-12-05,25.56
2025-12-09,24.93
2025-12-10,24.73
2025-12-11,24.52
2025-12-12,24.24
2025-12-15,24.8
2025-12-16,24.92
2025-12-17,25.0
2025-12-18,25.12
2025-12-19,25.63
2025-12-22,26.04
2025-12-23,27.44
2025-12-26,25.38
2025-12-29,25.29
2025-12-30,25.46
2026-01-02,25.22
2026-01-05,25.64
2026-01-06,26.64
2026-01-07,28.43
2026-01-08,27.55
2026-01-09,26.37
2026-01-12,25.86
2026-01-13,28.56
2026-01-14,28.78
2026-01-15,29.88
2026-01-16,29.93
2026-01-19,30.02
2026-01-20,30.87
2026-01-21,30.67
2026-01-22,32.93
2026-01-23,33.06
2026-01-26,29.29
2026-01-27,31.28
2026-01-28,29.29
2026-01-29,28.62
2026-01-30,28.57
2026-02-02,28.21
2026-02-03,30.13
2026-02-04,28.51
2026-02-05,29.14
2026-02-06,28.52
2026-02-09,27.86
2026-02-10,28.63
2026-02-11,27.11
2026-02-12,28.04
2026-02-13,28.18
2026-02-18,28.91
2026-02-19,30.34
2026-02-20,30.75
2026-02-23,30.16
2026-02-24,31.82
2026-02-25,28.04
2026-02-26,29.12
2026-02-27,28.28
2026-03-02,28.08
2026-03-03,27.88
2026-03-04,27.37
2026-03-05,27.27
2026-03-06,27.5
2026-03-09,27.66
2026-03-10,28.27
2026-03-11,27.28
2026-03-12,27.81
2026-03-13,27.16
2026-03-16,27.39
2026-03-17,27.18
2026-03-18,26.31
2026-03-19,25.95
2026-03-20,24.97
2026-03-25,24.88
2026-03-26,25.1
2026-03-27,23.9
2026-03-30,24.55
2026-03-31,23.94
2026-04-01,24.38
2026-04-06,23.88
2026-04-07,24.52
2026-04-08,24.29
2026-04-09,23.23
2026-04-10,22.43
2026-04-13,21.3
2026-04-14,21.91
2026-04-15,21.66
2026-04-16,21.59
2026-04-17,21.44
2026-04-20,21.0
2026-04-21,21.47
2026-04-22,21.44
2026-04-23,21.25
2026-04-24,20.8
2026-04-27,20.05
2026-04-28,21.19
2026-04-29,20.71
2026-04-30,19.93
2026-05-04,20.44
2026-05-05,21.63
2026-05-06,20.16
2026-05-07,20.47
2026-05-08,20.07
2026-05-11,20.01
2026-05-12,20.84
2026-05-13,19.62
2026-05-14,19.94
2026-05-15,20.29
2026-05-18,19.85
2026-05-19,20.86
2026-05-20,20.21
2026-05-21,20.47
2026-05-22,20.38
2026-05-26,20.27
2026-05-27,19.6
2026-05-28,20.48
2026-05-29,20.01
2026-06-01,19.83
2026-06-02,21.19
2026-06-03,20.16
2026-06-04,20.39
2026-06-05,19.4
2026-06-08,19.96
2026-06-09,20.11
2026-06-10,19.41
2026-06-11,19.73
2026-06-12,19.15
2026-06-16,19.63
2026-06-17,19.66
2026-06-18,20.38
2026-06-19,19.63
2026-06-22,19.94
2026-06-23,20.24
2026-06-24,20.35
2026-06-25,19.8
2026-06-26,19.36
2026-06-29,20.11
2026-06-30,20.31
2026-07-01,19.85
2026-07-02,20.32
2026-07-03,20.2
2026-07-06,19.54
2026-07-07,20.27
2026-07-08,20.28
2026-07-13,19.64
2026-07-14,20.37
2026-07-15,21.39
2026-07-16,20.05
2026-07-17,20.14
2026-07-20,20.05
2026-07-21,20.57
2026-07-22,20.73
2026-07-23,21.07
2026-07-24,20.93
